,0
975,captain panaka  your highness tatooine is very dangerous its controlled
976,by an alliance of gangs called the hutts i do not agree with the jedi on
977,this
978,quigon  you must trust my judgement your highness
979,
980,amidala and padme exchange looks padme moves next to the droid
981,
982,int naboo spacecraft  main area
983,
984,padme sits in the main area cleaning rd the brave little astra droid
985,jar jar pops out of an open door
986,
987,jar jar  hidoe
988,
989,both padme and artoo jump and let out a little scream the gungan is
990,embarrassed that he frightened them
991,
992,jar jar  contd sorry nomeanen to scare yousa
993,padme  thats all right
994,jar jar  i scovered oily back dare needen it
995,padme  thank you this little guy is quite a mess
996,
997,jar jar hands padme the oil can
998,
999,jar jar  mesa ja ja binksss padme  im padme i attend her highness
1000,youre a gungan arent you jar jar nods how did you end up here with
1001,us
1002,jar jar  me no knowmesa day starten pitty okeyday witda brisky morning
1003,munchen den boomgetten berry skeered un grabbed dat jedi and before
1004,mesa knowen itpow mesa here he shrugsgetten berry berry skeered
1005,
1006,artoo beeps a sympathetic beep
1007,
1008,int anboo spacecraft  cockpit
1009,
1010,obiwan quigon and captain panaka watch over ric olies shoulder a
1011,large yellow planet appears directly ahead ric olie searches his scopes
1012,
1013,obiwan  tahyts it tatooine
1014,ric olie  theres a settlementa spaceport looks like
1015,quigon  land near the outskirts we dont want to attract any attention
1016,
1017,ext tatooine  space fx
1018,
1019,the ship heads toward the planet of tatooine
1020,
1021,ext tatooine  desert  naboo spacecraft  day fx
1022,
1023,the naboo spacecraft lands in the desert in a swirl of dust the spaceport
1024,of mos espa is seen in the distance
1025,
1026,ext naboo spacecraft  main area
1027,
1028,obiwan is hoisting the hyperdrive out of a floor panel jar jar rushes up
1029,to him and falls to his knees
1030,
1031,jar jar  obiwan sire pleeese no mesa go
1032,obiwan  sorry quigons right youll make things less obvious
1033,
1034,jar jar walks back to artoo in the hallway as quigon dressed as a farmer
1035,enters the main area
1036,
1037,obiwan  cantd the hyperdrive generator is gone we will need a new
1038,one
1039,
1040,quigon moves closer to obiwan and speaks quietly to him
1041,
1042,quigon  dont let them send ant transmissions be waryi sense a
1043,disturbance in the force
1044,obiwan  i fell it also master
1045,
1046,quigon goes into the hallway to meet up with artoo and jar jar they head
1047,to the exit ramp
1048,
1049,ext tatooine  desert  spaceship  day
1050,
1051,they start their trek across the desert toward the city of mos espa in the
1052,distance a strange looking caravan makes its way toward the spaceport
1053,
1054,jar jar  dis sun doen murder tada skin
1055,
1056,from the spaceship captain panaka and padme run toward them
1057,
1058,capt panaka  wait
1059,
1060,quigon stops as they catch up padme is dresses in rough peasants garb
1061,
1062,capt panaka  contd her highness commands you to take her handmaiden
1063,with you she wishes for her to observe the local
1064,quigon  no more commands from her highness today captain this spaceport
1065,is not going to be pleasant
1066,capt panaka  the queen wishes it she is curious about this planet
1067,padme  ive been trained in defense i can take care of myself
1068,capt panaka  dont make me go back and tell her you refuse
1069,quigon  i dont have time to argue but this is not a good idea stay
1070,close to me
1071,
1072,he gives padme a stern look
1073,
1074,ext mos espa  street  day
1075,
1076,the little group walks down the main street of mos espa they pass
1077,dangerous looking citizens of all types padme looks around in awe at this
1078,exotic enviroment
1079,
1080,quigon  moisture farms for the most part but also a few indigenous
1081,tribes and scavengers the few spaceports like this one are havens for
1082,those who do not wish to be found
1083,padme  like us jar jar is in a constant state of panic
1084,
1085,artoo whistles along with perfect confidence
1086,
1087,jar jar  dissen berry berry bad steps in ooze
1088,oooohickyickygoo
1089,
1090,ext mos espa  junk dealer plaza  day
1091,
1092,the group comes to a little plaza surrounded by several junk spaceship
1093,dealers
1094,
1095,quigon  well try one of the smaller dealers
1096,
1097,they head for a little junk shop that has a huge pile of broken spaceships
1098,stacked up behind it
1099,
1100,int wattos junk shop  day
1101,
1102,quigon jar jar padme and artoo enter the dingy junk shop and are
1103,greeted by watto a pudgy blue alien who flies on short little wings like a
1104,hummingbird
1105,
1106,watto  subtitled hi chuba da naga what do you want
1107,quigon  i need parts for a jtype  nubian
1108,watto  ah yes ah yes nubian we have lots of that what kinda junk
1109,subtitled peedenkel naba dee unko boy get in here now
1110,quigon  my droid here has a readout of what i need
1111,
1112,a disheveled boy anakin skywalker runs in from the junk yard he is about
1113,nine years old very dirty and dressed in rags watto raises a hand and
1114,anakin flinches
1115,
1116,watto  subtitled coona teetocky malia what took you so long
1117,anakin  subtitled mel tassa chopassa i was cleaning the bin like
1118,you
1119,watto  subtitled chutchut ganda doe wallya never mind watch the
1120,store me dwana no bata ive got some selling to do here to guigon
1121,soooo let me take a thee out back ni youll find what you need
1122,
1123,artoo and quigon follow watto toward the junk yard leaving jar jar with
1124,padme and the young boy anakin jar jar picks up a gizmo trying to figure
1125,out its purpose quigon takes the part out of his hand and puts it back
1126,
1127,quigon  dont touch anything
1128,
1129,jar jar makes a rude face to quigons back and sticks out his long tongue
1130,anakin sits on the counter pretending to clean a part staring at padme
1131,she is the most beautiful creaure he has ever seen in his life padme is a
1132,little embarrassed by his stare but she musters up an amused smile
1133,finally he gets the courage to speak
1134,
1135,anakin  are you an angel
1136,padme  what
1137,anakin  an angel ive heard the deep space pilots talk about them they
1138,live on the moons of iego i thimk they are the most beautiful creatures in
1139,the universe they are good and kind and so pretty they make even the most
1140,hardened spice pirate cry
1141,
1142,padme looks at him not knowing what to say padme  ive never heard of
1143,angels
1144,
1145,anakin  you must be onemaybe you just dont know it
1146,padme  youre a funny little boy how do you know so much
1147,anakin  since i was very little three i think my mom and i were sold to
1148,gardulla the hutt but she lost us betting on the podraces to watto
1149,whos a lot better master than gardulla i think
1150,padme  yourea slave
1151,
1152,anakin looks at padme defiantly
1153,
1154,anakin  i am a person my name is anakin
1155,padme  im sorry i dont fully understand looking aroundthis is a
1156,strange world to me
1157,
1158,anakin studies her intently
1159,
1160,anakin  you are a strange girl to me
1161,
1162,jar jar pushes the nose on what appears to be a little droid and it
1163,instantly comes to life grows legs and arms and starts marching around
1164,knocking over everything jar jar hold on but cant stop it
1165,
1166,anakin  contd hit the nose
1167,
1168,jar jar hits the nose and the droid collapses back into its original
1169,state anakin and padme laugh anakin watches padme straighten her hair
